지점,지점명,일시,평균기온..C.,최저기온..C.,최고기온..C.,일강수량.mm.,최대.풍속.m.s.,평균.풍속.m.s.,합계.일사량.MJ.m2.,평균.전운량.1.10.
156,광주,2020-07-28,25,22.5,29,47.8,4.7,1.1,9.52,10
156,광주,2020-07-29,24.9,23.2,26.2,115.5,3.1,1.1,5.24,9.8
156,광주,2020-07-30,26.8,24.8,30.1,3.2,4.7,2.1,15.89,8.5
156,광주,2020-07-31,27.4,24.9,30.7,0,2.8,1.3,15.27,8.9
156,광주,2020-08-01,26.3,23,30,2.9,5.1,1.5,15.06,8.6
156,광주,2020-08-02,27.4,25.5,30.4,0.7,6.8,3,16.25,8.6
156,광주,2020-08-03,27.7,25.6,30.3,NA,6.8,3.1,16.02,8.1
156,광주,2020-08-04,28.5,25.7,33,NA,6.3,2.9,22.2,7.8
156,광주,2020-08-05,28.2,26.1,31.2,6.6,5.4,3.1,15.59,8.1
156,광주,2020-08-06,25.5,24.8,28.1,38.8,7.5,3.6,3.23,9.9
156,광주,2020-08-07,24.5,23.2,26,259.5,5.7,1.9,2.33,10
156,광주,2020-08-08,25,23,27.1,255.5,5.7,2,3.86,10
156,광주,2020-08-09,27.7,24.6,31.7,17.6,7.3,3.9,19.64,7.5
156,광주,2020-08-10,25.8,24.3,28.3,72.3,5.2,1.7,5.02,9.4
156,광주,2020-08-11,26.9,25.3,30,9.3,5.2,2.8,11.06,9.8
156,광주,2020-08-12,27.6,25.6,31.2,4.6,5.6,2.5,12.79,8.8
156,광주,2020-08-13,28.4,25.7,31.8,NA,6.4,2.8,21.73,5
156,광주,2020-08-14,28.9,26.5,32.7,NA,5.2,2.7,20.31,5.6
156,광주,2020-08-15,28.6,25.7,32.9,NA,4.8,2.4,24,3.5
156,광주,2020-08-16,28.3,24.3,33,NA,4,2,24.17,4.4
156,광주,2020-08-17,28.6,25.3,33.9,NA,3.8,1.1,22.05,4.1
156,광주,2020-08-18,28.6,25,34.2,NA,2.6,1.1,25.62,2.4
156,광주,2020-08-19,28.2,23.4,34.4,NA,2.7,1,26.81,1
156,광주,2020-08-20,28.2,23.8,34,NA,3,1.1,25.35,2.5
156,광주,2020-08-21,27.9,24,33,NA,3.5,1.1,0.02,3.9
156,광주,2020-08-22,27.2,25.2,30.1,0,3.8,1.5,13.05,9.1
156,광주,2020-08-23,27.4,24.2,32.2,0,2.3,0.9,18.45,6.5
156,광주,2020-08-24,28.3,24,33.6,NA,4.8,1.9,23.14,3
156,광주,2020-08-25,29,24.1,33.8,0,4.6,1.8,20.88,3.9
156,광주,2020-08-26,27.6,24.3,31,33.6,8.2,3.5,5.6,9.1
156,광주,2020-08-27,28.4,26.5,31.4,NA,8.4,4,16.91,8.3
156,광주,2020-08-28,28.4,25.8,33.1,0,5.4,2.2,21.46,6
156,광주,2020-08-29,27.1,25.3,30.9,26.7,5.1,2.1,14.45,8.1
156,광주,2020-08-30,28.4,24.7,33.6,NA,2.9,0.9,21.05,6
156,광주,2020-08-31,27.2,25.5,32,10,4.1,0.9,13.63,5.4
156,광주,2020-09-01,26.7,23,31.1,0.1,3.5,1.7,15.61,7.4
156,광주,2020-09-02,24.9,23.2,27.6,49.4,6.9,3.6,6.3,10
156,광주,2020-09-03,23.6,21.1,27.6,17,6.7,3.7,20.66,5.3
156,광주,2020-09-04,24.1,20,28.7,NA,3.6,1.6,19.74,2.6
156,광주,2020-09-05,22,20.5,24.7,0,3,0.9,6.73,10
156,광주,2020-09-06,20.6,19.2,22.4,11.3,5.2,2.3,5.86,10
156,광주,2020-09-07,20.1,17.6,22.8,30.1,7,3,6.26,8.6
156,광주,2020-09-08,24.1,21,27.9,0,5.2,2.9,15.67,5.5
156,광주,2020-09-09,21.6,18.7,26.4,25.3,5.9,1.6,12.78,8.3
156,광주,2020-09-10,22.8,19.7,28,NA,2,0.7,15.46,8.4
156,광주,2020-09-11,20.2,19.3,22,26.6,3.3,1.1,3.5,9.9
156,광주,2020-09-12,21.4,19.2,25.8,5.8,3.4,1.8,11.66,9.9
156,광주,2020-09-13,20.7,18.9,23.7,4.2,3,0.9,7.89,8.9
156,광주,2020-09-14,22.3,19.7,26.7,NA,3.2,1.1,20.27,6.6
156,광주,2020-09-15,22.7,18,28.3,NA,4.7,1.5,18.17,6
156,광주,2020-09-16,22.1,20,24.7,2.8,4,1.1,8.6,8.8
156,광주,2020-09-17,20.7,17.3,23.6,2,2.4,0.8,6.91,10
156,광주,2020-09-18,19.9,16.9,25.3,3.7,3.5,1,14.42,7
156,광주,2020-09-19,19.9,14.5,26,0,4.3,1.1,19.37,3.4
156,광주,2020-09-20,19.1,13.9,25.3,NA,2.8,0.7,20.56,0.9
156,광주,2020-09-21,18.9,13,24.9,NA,2.8,0.8,20.45,3.4
156,광주,2020-09-22,18.4,15.7,23.5,NA,3.5,1.9,15.19,5.8
156,광주,2020-09-23,18.8,15.3,22.5,NA,3.4,1.9,10.78,8.1
156,광주,2020-09-24,21.2,16.8,26.6,NA,4.3,1.9,18.01,5.4
156,광주,2020-09-25,21.3,16,27.1,NA,3.5,1.4,18.95,3.1
156,광주,2020-09-26,20.9,17.1,26.5,NA,3.1,1.2,20.61,4.9
156,광주,2020-09-27,21,16.3,26.4,NA,2.9,1.2,22.15,2.3
156,광주,2020-09-28,19.9,15.7,25.6,NA,3.2,1,21.43,1.6
156,광주,2020-09-29,19.5,14.6,25.1,NA,3,1.1,18.94,4.8
156,광주,2020-09-30,19.3,15.5,25.4,NA,2.5,0.9,18.08,3.5
156,광주,2020-10-01,20.3,17,25.4,NA,4,1.1,16.15,7.1
156,광주,2020-10-02,20.8,16.2,25.8,NA,4.2,1.2,18.36,5.8
156,광주,2020-10-03,20.7,17,26.2,0.5,2.4,0.9,15.95,8.4
156,광주,2020-10-04,18.3,15,20.6,0.9,4.1,1.1,3.96,9.9
156,광주,2020-10-05,15.3,11.4,19.8,NA,5.1,2.4,19.39,4.6
156,광주,2020-10-06,15.9,11.2,21.2,NA,4.4,2.1,21.07,2.9
156,광주,2020-10-07,17.7,12.4,23.8,NA,4.4,2,19.33,5
156,광주,2020-10-08,18.2,13.9,24.1,NA,5.3,3.2,20.56,0
156,광주,2020-10-09,17.6,11.8,24.2,NA,4.2,1.6,19.23,2.4
156,광주,2020-10-10,18.2,13,24.4,NA,2,0.9,19.37,4.6
156,광주,2020-10-11,18.7,15,24.3,NA,1.9,0.6,15.56,6.4
156,광주,2020-10-12,17.8,14.8,23.3,NA,3.3,0.8,15.32,5.3
156,광주,2020-10-13,14.8,12,18.8,NA,3,1.7,12.78,6.9
156,광주,2020-10-14,14.8,10.7,20.3,NA,3.2,1.1,8.52,5.1
156,광주,2020-10-15,15,10.4,20.9,NA,3.5,1.6,18.51,5.8
156,광주,2020-10-16,13.8,10.2,17.9,NA,1.8,0.6,6.95,8.4
156,광주,2020-10-17,14.3,9,21.1,NA,2.5,0.8,17.68,2.4
156,광주,2020-10-18,15,9.5,21.9,NA,3.3,1.2,17.93,3.3
156,광주,2020-10-19,15.6,9.9,21.6,NA,3.6,1.3,15.85,3.6
156,광주,2020-10-20,16.2,9.9,23.2,NA,2.1,0.6,17.67,0.8
156,광주,2020-10-21,14.4,12.1,17.5,10.7,2,0.6,4.73,9.5
156,광주,2020-10-22,13.7,11.6,18.8,NA,3.8,1.2,9.85,8
156,광주,2020-10-23,12,9.8,15.3,NA,4.3,1.9,17.52,3.9
156,광주,2020-10-24,11.5,8.8,15.6,NA,4.4,1.2,18.17,2.1
156,광주,2020-10-25,12.9,6.6,19.6,NA,2.3,0.8,16.12,1.4
156,광주,2020-10-26,13.4,7.7,20.6,NA,3.2,0.7,15.74,3.3
156,광주,2020-10-27,14.6,8.4,21.8,NA,1.8,0.5,15.12,5.5
156,광주,2020-10-28,15.1,10.7,20.9,NA,3.5,1.1,11.95,4.9
156,광주,2020-10-29,12.2,7.4,19,NA,2.9,1.4,16.58,2
156,광주,2020-10-30,12.8,6.5,19.8,NA,2,0.7,16.4,0.6
156,광주,2020-10-31,13.6,8,20,NA,2.2,0.7,15.67,3.6
156,광주,2020-11-01,12.4,10.8,13.4,1.7,3.3,0.7,2.67,10
156,광주,2020-11-02,13.1,8.6,18.2,0.3,3,1,12.92,5.6
156,광주,2020-11-03,8.8,5.5,12.9,0,5.1,2.3,14.68,5.5
156,광주,2020-11-04,7.9,4.4,12.9,NA,4.7,1.7,16.27,1.4
156,광주,2020-11-05,10,2.3,17.2,NA,1.6,0.7,13.83,6.8
156,광주,2020-11-06,12.7,10.6,15,0,1.2,0.4,3.12,7.6
156,광주,2020-11-07,13.4,9.6,21.3,NA,2.4,0.8,12.8,2.5
156,광주,2020-11-08,10.5,7.2,16.7,NA,4,1.4,14.57,0.4
156,광주,2020-11-09,8.6,4.1,13.8,NA,4.5,1.9,15.39,0.1
156,광주,2020-11-10,9.7,4.9,15,0,3.6,1.3,15.18,0.8
156,광주,2020-11-11,10.6,3.7,18.3,NA,3.7,1.1,14.84,0
156,광주,2020-11-12,11.5,4.6,19.3,NA,1.8,0.6,14.35,0
156,광주,2020-11-13,11.7,5.2,20.1,NA,2.5,0.8,13.54,0
156,광주,2020-11-14,13.2,7.1,20.3,NA,1.6,0.5,13.02,0.4
156,광주,2020-11-15,13.7,9.1,20.1,NA,2.3,0.8,13.19,4.5
156,광주,2020-11-16,14.5,8,22.1,NA,3.4,0.9,13.56,5.5
156,광주,2020-11-17,16.6,12.7,22,3.1,3.9,1,7.29,6
156,광주,2020-11-18,19.7,15.2,23.6,0.5,6.9,2.8,7.4,8.1
156,광주,2020-11-19,17.4,12.3,21.5,21.1,8.8,3.1,1.67,8.9
156,광주,2020-11-20,9,7.1,12.3,NA,3.6,2,2.71,9.5
156,광주,2020-11-21,10,2.7,16.5,NA,4.3,1.8,13.36,3.8
156,광주,2020-11-22,9.5,6.9,11.7,1.6,3.3,1.3,3.37,9.5
156,광주,2020-11-23,5.9,2.8,9,NA,3.4,2,9.25,4.6
156,광주,2020-11-24,6.9,3.1,12.2,NA,3.1,1.6,11.88,5.6
156,광주,2020-11-25,8.1,2.9,13.6,NA,3.8,1.7,13.25,2.8
156,광주,2020-11-26,9.1,6.4,13.8,0,3.5,1.3,11.1,6
156,광주,2020-11-27,7.7,5.7,10.7,NA,3.1,1.2,5.56,8.6
156,광주,2020-11-28,5.1,3.6,7,NA,3.8,1.9,11.39,8.5
156,광주,2020-11-29,4.5,2.7,7.1,NA,2.7,1.3,6.26,7.8
156,광주,2020-11-30,4.4,0.7,9.1,NA,3.6,1.9,12.49,2.4
156,광주,2020-12-01,4.3,-0.6,10.8,NA,3.2,1.7,12.83,2
156,광주,2020-12-02,5.3,0.9,11.3,NA,3.2,1.4,10.7,3.5
156,광주,2020-12-03,4.3,1.9,9.5,NA,3.6,1.8,12.5,4.4
156,광주,2020-12-04,3.3,-0.2,7.5,NA,3.5,2.1,11.47,1.8
156,광주,2020-12-05,4.5,-0.8,10.9,NA,2.4,1,12.5,1.5
156,광주,2020-12-06,5.1,-0.2,11.1,NA,1.9,0.7,12.32,0
156,광주,2020-12-07,5.1,0.2,10.7,NA,3.9,1.3,6.24,6
156,광주,2020-12-08,3.4,0.2,7.7,NA,3.2,1.9,9.68,4.4
156,광주,2020-12-09,3.9,-2,10.2,NA,3,1,12.58,1.3
156,광주,2020-12-10,6.5,3.9,10.8,NA,2.2,0.8,6.07,7.8
156,광주,2020-12-11,7,3.2,11.4,NA,1.8,0.5,6.58,8.9
156,광주,2020-12-12,6.6,3.5,10.5,NA,5.3,1.9,11.91,3.1
156,광주,2020-12-13,3.5,0.5,11.2,1.3,5.2,1.8,6.32,6.1
156,광주,2020-12-14,-1.5,-3.9,1.1,0,5.3,3,12.03,7
156,광주,2020-12-15,-2.7,-5.8,1.7,0,4.9,2.7,12.75,3.6
156,광주,2020-12-16,-2.2,-4.9,1.3,0,4,2.1,11.13,5.1
156,광주,2020-12-17,-0.3,-4.6,4.8,NA,3.4,1.8,12.26,0.8
156,광주,2020-12-18,1.7,-2.4,7.1,0,3.8,1.3,8.25,7
156,광주,2020-12-19,-0.6,-3.9,3,NA,5.2,2.3,13.16,2.9
156,광주,2020-12-20,0.9,-2.6,5.4,NA,3.3,1.4,9.17,4.8
156,광주,2020-12-21,1.2,-3.1,7,NA,2.1,0.8,7.71,3.1
156,광주,2020-12-22,2.6,-1.6,7.8,NA,1.5,0.5,7.19,4.3
156,광주,2020-12-23,3.9,-1.2,10.1,NA,1.5,0.5,8.06,5.9
156,광주,2020-12-24,5.1,2.7,10.6,NA,3.4,1.2,10.89,4.3
156,광주,2020-12-25,2.7,-0.1,7.2,0,3.6,1.4,11.05,5.8
156,광주,2020-12-26,3.9,-1.3,10.1,NA,2.1,0.7,11.33,7
156,광주,2020-12-27,5.2,3.8,6.7,7.9,3.6,1.2,3.1,8.5
156,광주,2020-12-28,5.8,0.7,13.8,NA,2.1,0.6,10.51,3.8
156,광주,2020-12-29,3.3,-0.5,10.2,3.8,3.6,1.3,6.17,7.9
156,광주,2020-12-30,-5.1,-7.8,-0.3,5.1,3.7,1.6,1.94,9.8
156,광주,2020-12-31,-4.3,-8.9,-0.5,0.6,3.1,1.6,11.56,5.1
159,부산,2020-01-01,1.9,-3.2,7.8,NA,5.1,2.3,12.32,1
159,부산,2020-01-02,4.1,0.5,9.6,NA,4.9,2.8,11.17,0.4
159,부산,2020-01-03,5.9,2.3,11.6,NA,6.5,3,12.09,0.1
159,부산,2020-01-04,5.5,2,9.7,NA,6.5,2.9,10.85,2.5
159,부산,2020-01-05,7.4,2.6,13.5,NA,4.2,1.3,11.9,1
159,부산,2020-01-06,7.8,5.5,9,10.7,3.1,1.5,1.72,9.8
159,부산,2020-01-07,14.4,9,17.7,26.3,15.9,6.1,0.7,10
159,부산,2020-01-08,8.8,4.9,15,0,12.9,6.4,12.12,4.1
159,부산,2020-01-09,5.3,2.3,9.8,NA,6.4,2.6,10.61,4.5
159,부산,2020-01-10,5.9,0.9,12.3,NA,4.1,1.8,11.99,1.6
159,부산,2020-01-11,5.9,1.9,10.5,NA,6.5,3.3,12.5,3.6
159,부산,2020-01-12,4.6,2,8.8,NA,8.1,4.4,12.84,2.9
159,부산,2020-01-13,3.5,1,8.1,NA,7,3.3,12.4,1.3
159,부산,2020-01-14,2.1,-0.3,5.5,NA,6.2,2.4,5.87,6.1
159,부산,2020-01-15,2.4,-0.4,7,NA,4.9,2.7,13.32,0.3
159,부산,2020-01-16,3.8,-0.3,9.5,NA,5.4,2.2,10.67,7.5
159,부산,2020-01-17,6.4,3.2,11.8,NA,4.9,1.7,8.72,7.3
159,부산,2020-01-18,5.3,1.4,9.8,2.6,6.6,3.2,7.32,8
159,부산,2020-01-19,4.9,2.1,9.4,NA,6.2,3.9,8.89,3.5
159,부산,2020-01-20,5.1,1.6,9.8,NA,6.1,2.7,12.44,0.1
159,부산,2020-01-21,5,0.1,10.3,NA,5.9,2.2,14,1.6
159,부산,2020-01-22,7.7,4.8,9.3,9.6,5.6,1.8,1.52,9.9
159,부산,2020-01-23,8.8,8.1,10.1,4.9,5.7,2.6,2.34,9.8
159,부산,2020-01-24,10.2,5.9,15.9,NA,4.3,2.4,12.13,6.6
159,부산,2020-01-25,9.1,8,11.6,0,4.5,2.9,5.12,9.6
159,부산,2020-01-26,9.5,7.4,13.8,0,6.5,3.9,7.48,9.3
159,부산,2020-01-27,6.7,4.8,10,73.3,9.5,6,0.42,10
159,부산,2020-01-28,8.9,6,13.1,0.3,6.2,3.8,10.18,8.6
159,부산,2020-01-29,8.5,6.6,13,0,4.9,2.2,7.33,9.3
159,부산,2020-01-30,7.1,4.2,12.9,0,4,2.3,9.77,6.3
159,부산,2020-01-31,6.3,2.3,11.2,NA,5,2,12.86,2.9
159,부산,2020-02-01,5.6,1.5,10.4,NA,5,2.4,14.67,0.5
159,부산,2020-02-02,7.1,3.3,11.7,NA,5.6,2.1,13.97,1.6
159,부산,2020-02-03,5.6,2.4,10.4,NA,4.7,2.2,14.22,1.8
159,부산,2020-02-04,5.2,0.3,10.1,NA,6.3,3.9,15.85,0
159,부산,2020-02-05,1.8,-2.4,5,NA,8.9,3.6,16.68,0
159,부산,2020-02-06,1.2,-5,7.1,NA,7.3,3,15.05,3.9
159,부산,2020-02-07,5,2.1,10.4,NA,5.3,2.4,13.52,5.5
159,부산,2020-02-08,4.1,0.4,9.4,NA,5.5,2.9,15.62,0.4
159,부산,2020-02-09,3.8,-0.7,8.9,NA,7,3.8,16.32,0.4
159,부산,2020-02-10,6.3,0.7,12.2,NA,4.7,2.2,14.86,0.3
159,부산,2020-02-11,9.7,4.4,14.5,NA,4.3,1.7,11.93,5.3
159,부산,2020-02-12,11.7,9.9,14.1,32.7,7.3,3,0.81,8.8
159,부산,2020-02-13,11.4,8.1,16.2,NA,7.6,3.7,16.29,2.8
159,부산,2020-02-14,12.3,9.2,18.1,NA,4.1,2.1,15.83,3.3
159,부산,2020-02-15,12.8,9.7,17.3,NA,5.2,3.1,13.51,7.3
159,부산,2020-02-16,7,0.8,13.7,4.1,9.8,4.6,12.79,6
159,부산,2020-02-17,0.1,-3,3,NA,11.8,6.8,11.79,1.9
159,부산,2020-02-18,1.2,-4.5,7.9,NA,6.7,2.8,18.79,0
159,부산,2020-02-19,6.1,0.1,12.5,NA,5.1,2.5,17.43,4.8
159,부산,2020-02-20,9.3,4.6,14.7,NA,4.7,1.5,NA,1.9
159,부산,2020-02-21,11,5.5,16,4.1,5.2,1.8,17.03,6
159,부산,2020-02-22,9.5,5.1,12.9,0.7,14.2,5.9,17.67,2.3
159,부산,2020-02-23,6,1.1,11.7,NA,7.4,3.8,19.49,0
159,부산,2020-02-24,10.8,5.5,15.7,0,7.6,4.3,16.7,5
159,부산,2020-02-25,9.7,7.9,12.7,49.8,5.9,3.1,0.47,10
159,부산,2020-02-26,9.5,6.8,14.1,1.8,4.5,3,9.6,9.5
159,부산,2020-02-27,6.8,4.7,10.7,1.5,4.8,3,10.89,7.3
159,부산,2020-02-28,6.9,4.8,8.9,0.2,3.6,1.7,2.73,9
159,부산,2020-02-29,9.5,7,13,NA,3.9,2,8.61,7.6
159,부산,2020-03-01,10.8,7.2,15.6,NA,4.3,2.4,15.78,6
159,부산,2020-03-02,8.5,5.2,14.7,NA,6.1,3.3,18.86,4.4
159,부산,2020-03-03,8.7,5.6,12.6,NA,4.5,2.9,11.58,7.5
159,부산,2020-03-04,7.9,1.7,13,NA,9.6,3.6,18.55,4
159,부산,2020-03-05,5.1,-0.3,11.5,NA,9.4,3.6,21.06,0
159,부산,2020-03-06,8.1,3.2,12.6,NA,7.6,3,20.32,1.3
159,부산,2020-03-07,8.2,6.1,11.8,7,3.5,1.7,5.09,8.6
159,부산,2020-03-08,10.4,5.5,16.4,NA,4.7,2.8,20.59,0.4
159,부산,2020-03-09,11,7.4,15.2,11,4.3,2.2,6.66,9.4
159,부산,2020-03-10,9.9,7.3,12.1,13.9,6.5,NA,NA,8.3
159,부산,2020-03-11,7.8,3.6,13.5,NA,6.8,3.3,22.48,0
159,부산,2020-03-12,9.5,3.6,14.5,NA,9.5,4.1,22.29,1.5
159,부산,2020-03-13,11.6,8.5,17,NA,6.4,3.3,19.23,6.8
159,부산,2020-03-14,8.2,4.7,12,NA,6.5,3.1,23.39,2.1
159,부산,2020-03-15,7.7,2.9,12.7,0,11.2,5.3,18.02,2.4
159,부산,2020-03-16,6.6,1.1,11.8,NA,7.7,4.7,22.6,1
159,부산,2020-03-17,11.1,6,15.9,NA,11.4,6,21.48,2.1
159,부산,2020-03-18,12.2,7.7,17.3,NA,6.8,3.7,23.07,0
159,부산,2020-03-19,12.6,7.4,18.2,NA,13.3,6.7,21.04,1.5
159,부산,2020-03-20,10.4,6.4,14.8,NA,9.5,5.1,22.83,0
159,부산,2020-03-21,13.7,9.8,17.9,NA,9.3,6.6,20.91,0.9
159,부산,2020-03-22,14.1,11,17.5,NA,10.5,4.4,19.02,5
159,부산,2020-03-23,12.6,8.8,17.1,NA,7.8,3.6,23.07,0
159,부산,2020-03-24,11.5,8.6,15.3,NA,5.3,3,16.35,2
159,부산,2020-03-25,13,7.6,17.9,NA,4.4,1.6,22.95,2.4
159,부산,2020-03-26,14.5,12.1,16.3,24.6,6.4,1.6,3.46,9.8
159,부산,2020-03-27,13.7,9.7,16.8,1.9,7.9,2.8,2.68,10
159,부산,2020-03-28,9.4,7.7,13,0.4,5,3.1,8.01,9.1
159,부산,2020-03-29,10.4,6.4,15.1,NA,5.3,3.6,17.73,7
159,부산,2020-03-30,11.6,8.6,15.7,NA,4.8,2.8,21.6,6.3
159,부산,2020-03-31,12.9,8.5,18,NA,4.6,2.8,24.17,3.4
159,부산,2020-04-01,12.5,10.8,17.1,2.7,5.8,2.7,13.11,6.5
159,부산,2020-04-02,11.5,7.2,16.2,NA,5.7,3.5,23.91,3.3
159,부산,2020-04-03,13.8,9.6,19.1,NA,7.7,3.8,24.44,1.9
159,부산,2020-04-04,12.8,8.5,19.6,NA,9.1,4,25.08,2
159,부산,2020-04-05,9.7,5.6,14.1,NA,5.9,3.4,26.14,0.1
159,부산,2020-04-06,11.7,7.3,15.1,NA,7.7,3.8,24.75,3.9
159,부산,2020-04-07,14.5,9.5,20.6,NA,7.9,3.4,23.49,1.4
159,부산,2020-04-08,13.3,9.2,19.1,NA,8.8,3.6,25.54,0.6
159,부산,2020-04-09,11.8,8,18,NA,7.4,3.2,24.42,1
159,부산,2020-04-10,10,8.3,12.2,0,4.4,2.6,6.51,8.5
159,부산,2020-04-11,10.5,7.9,14.2,2.9,6.4,2.1,11.23,9.5
159,부산,2020-04-12,9,7.2,11.9,12,7.8,4,7.46,9.8
159,부산,2020-04-13,10.1,6.8,15.5,0,6.4,3.5,16.29,5.5
159,부산,2020-04-14,15.1,8.8,21.1,NA,7.6,3.9,27.26,1.3
159,부산,2020-04-15,14.5,12,18.4,NA,5.8,3.1,19.43,6.9
159,부산,2020-04-16,12.9,10.5,16.7,NA,5.7,3.5,22.61,5.3
159,부산,2020-04-17,12.2,11.3,13.1,32.6,4.1,2.3,2.53,8.8
159,부산,2020-04-18,13.9,10.2,20.6,NA,5.8,2.6,24.87,4.4
159,부산,2020-04-19,11.8,10.5,14.7,33.2,5.8,3.2,6.39,9.9
159,부산,2020-04-20,14,10.1,18.1,0.1,8.3,4.5,23.34,5.8
159,부산,2020-04-21,12.2,8.1,18.8,NA,12.7,5.6,26.99,5.5
159,부산,2020-04-22,9.3,5.1,16,NA,11.1,5.3,27.26,2
159,부산,2020-04-23,10.3,4.4,16.9,NA,6,3.6,27.83,0.8
159,부산,2020-04-24,11.1,6.1,14.7,NA,10.8,5.1,28.16,0
159,부산,2020-04-25,14.8,10.1,18.3,NA,13,6.5,26.44,0
159,부산,2020-04-26,14.2,10.4,21.3,NA,6.8,3.2,27.15,1.5
159,부산,2020-04-27,13.7,9.5,19.5,NA,7.5,3,24.45,2.9
159,부산,2020-04-28,14.3,9.5,20.9,NA,8.8,3.8,27.77,0.5
159,부산,2020-04-29,16.2,11.4,24.4,NA,6.5,3.4,27.45,0
159,부산,2020-04-30,16.9,13,20.1,NA,10.1,6.1,27.45,1.5
159,부산,2020-05-01,19.5,16.7,22.7,NA,9.4,5.8,26.87,2.4
159,부산,2020-05-02,18.7,17,21.8,1.1,6.5,4.2,17.2,8.5
159,부산,2020-05-03,16.8,16.2,17.9,21.3,5,2.3,3.05,10
159,부산,2020-05-04,19,15.8,25,NA,6.8,2.7,24.98,5.1
159,부산,2020-05-05,15.9,14.2,18.5,NA,4.2,2.6,15.24,9
159,부산,2020-05-06,17.9,14,21.8,NA,6.2,3,28.54,2.3
159,부산,2020-05-07,16.5,12.5,21,NA,5.2,3.6,29.25,4
159,부산,2020-05-08,17.4,12.3,21.1,NA,5.3,3,23.22,6.3
159,부산,2020-05-09,16.4,14.8,18.6,50.8,9.6,3.6,2.08,10
159,부산,2020-05-10,17.6,14.7,20.6,NA,8.9,5.1,20.27,5.8
159,부산,2020-05-11,18.8,15.3,25.4,NA,7.1,3.8,29.38,1
159,부산,2020-05-12,18.2,15.6,21.4,NA,10.5,5.9,27.04,1.3
159,부산,2020-05-13,17.9,12.5,22.8,NA,7.7,3.6,29.91,0.1
159,부산,2020-05-14,20.1,16.4,25.4,NA,5.6,2.8,25.69,5.6
159,부산,2020-05-15,16.3,14.3,18.8,14.8,6.6,2.2,2.93,10
159,부산,2020-05-16,18.2,16.1,24.4,0.6,6.2,1.9,21.2,8.4
159,부산,2020-05-17,18.2,15.9,21.6,NA,5.3,2.5,21.53,8.4
159,부산,2020-05-18,17.3,16.4,19.8,4.5,3.7,2,5.89,9.5
159,부산,2020-05-19,15.6,13.3,19,2.1,11.8,4.7,18.49,3.9
159,부산,2020-05-20,15.2,12.2,19.4,NA,5.3,2.5,26.99,4
159,부산,2020-05-21,14.9,13.2,18.1,NA,4.4,2.6,18.58,7.9
159,부산,2020-05-22,15.4,12.2,18.7,NA,4.4,3,21.69,4.9
159,부산,2020-05-23,16.8,12.8,20.9,NA,4.5,2.5,27.93,2.1
159,부산,2020-05-24,19.1,14.6,22.5,NA,6.6,3.7,20.49,6.9
159,부산,2020-05-25,19.4,16.8,23.2,NA,5.6,2.8,16.35,8.6
159,부산,2020-05-26,19,16.6,22.2,NA,5.5,2.7,14.75,7.8
159,부산,2020-05-27,19.4,16.4,26,NA,5.1,2.4,29.12,4.9
159,부산,2020-05-28,19.2,15.2,25.1,NA,6.6,2.7,29.4,1.5
159,부산,2020-05-29,19.7,15.7,24.5,NA,4.3,2,29.03,3
159,부산,2020-05-30,20.2,17.3,23.7,NA,3.1,1.9,17.47,8.9
159,부산,2020-05-31,19.6,17.3,23.6,1,4.2,1.7,21.12,9.1
159,부산,2020-06-01,22,18.3,25.5,NA,7.6,3.6,25.49,5
159,부산,2020-06-02,21.1,18,25.1,NA,8.1,3.7,29.95,3.1
159,부산,2020-06-03,21.3,18.6,25.7,NA,7.7,4.6,21.46,7.3
159,부산,2020-06-04,22.9,20.3,26.6,NA,6.9,4.3,26.55,5.5
159,부산,2020-06-05,22,18.4,27,NA,5.5,2.2,24.7,5.6
159,부산,2020-06-06,21,17.7,26.6,NA,4.3,2.7,20.75,7.3
159,부산,2020-06-07,21.5,17.8,24.6,NA,4.8,2.5,29.24,1.3
159,부산,2020-06-08,23.3,18,28,NA,3.9,1.6,29.02,0
159,부산,2020-06-09,24,18.6,29.4,NA,5.2,1.8,29.41,0
159,부산,2020-06-10,24.7,20.9,28.9,NA,5.2,2.4,27.47,4.3
159,부산,2020-06-11,22.6,21.3,25.9,10.5,5.6,2.9,15.73,7.6
159,부산,2020-06-12,22.6,21.1,25.8,2.3,6.5,3,20.18,8.8
159,부산,2020-06-13,22,21,24.2,91,6.1,2.3,9.93,9.9
159,부산,2020-06-14,23.3,20.2,27,16.4,10,5.1,10.21,8.4
159,부산,2020-06-15,23.8,20.3,29,NA,6.2,3,29.16,4.6
159,부산,2020-06-16,23.9,21.4,29,NA,5.6,2.7,29.15,5.4
159,부산,2020-06-17,22.3,19.7,26.2,0,4.5,1.9,18.58,8.8
159,부산,2020-06-18,18.3,16.8,21.2,40.2,4,2.6,3.06,10
159,부산,2020-06-19,21.8,18.3,27.1,0.8,5.3,3,25.81,7.4
159,부산,2020-06-20,21.2,19,24.9,NA,4.3,2.5,25.22,5.9
159,부산,2020-06-21,21.2,18,25.3,NA,4,2.7,28.78,2
159,부산,2020-06-22,22.8,18,27.7,NA,4.2,1.8,30.73,0
159,부산,2020-06-23,23.8,19.9,29,NA,3.5,1.9,29.34,3.6
159,부산,2020-06-24,22.6,20.5,26.2,19.5,5.3,2.3,11.28,9.4
159,부산,2020-06-25,22,20.9,24.6,35.3,5.7,3.1,7.02,9.9
