지점,지점명,일시,평균기온..C.,최저기온..C.,최고기온..C.,일강수량.mm.,최대.풍속.m.s.,평균.풍속.m.s.,합계.일사량.MJ.m2.,평균.전운량.1.10.
100,대관령,2021-12-07,-1,-6.2,3,6.2,5.1,0.9,2.7,5.3
100,대관령,2021-12-08,-0.4,-5.7,7.9,NA,2.7,0.6,11.68,2.6
100,대관령,2021-12-09,-0.7,-6.7,7.5,NA,1.6,0.4,6.77,6.1
100,대관령,2021-12-10,2.3,-4.2,8.8,0,5.4,1.9,7.14,7.1
100,대관령,2021-12-11,2.2,-1.3,8.1,NA,5.1,2.3,8.26,7.1
100,대관령,2021-12-12,-1.9,-8,2,NA,10.7,5.8,10.68,3.5
100,대관령,2021-12-13,-6.4,-10.9,0.2,NA,6,3.6,11.85,0
100,대관령,2021-12-14,-1.7,-7.4,0.8,NA,11.4,6.4,8.14,3.4
100,대관령,2021-12-15,2,0.4,3.7,0.1,10.2,6.3,3.93,4.4
100,대관령,2021-12-16,1.6,-0.5,5.4,NA,8.7,5,7.36,8.4
100,대관령,2021-12-17,-8.6,-15.7,0.8,NA,14.3,7.5,11.48,1
100,대관령,2021-12-18,-9.6,-16.9,-4.6,NA,9.1,5.7,10.49,3.4
100,대관령,2021-12-19,-5.1,-9.7,-2.5,0,10.2,6.9,11.27,2.4
100,대관령,2021-12-20,1.6,-2.8,3.2,0.1,14.1,9,6.65,4.3
100,대관령,2021-12-21,2.3,-3.7,6.1,NA,9.7,5.2,9.7,0.8
100,대관령,2021-12-22,-2.5,-8.7,3.9,NA,4.1,1,9.68,3
100,대관령,2021-12-23,-2.9,-9.4,4.1,NA,5.1,1.6,10.45,2.3
100,대관령,2021-12-24,-2.9,-6.5,1.5,0,5.7,2.3,4.73,9.1
100,대관령,2021-12-25,-12,-17.7,-3.8,0,8.8,4.4,10.92,5
100,대관령,2021-12-26,-16.2,-21.2,-11.2,NA,9.3,5,11.75,1.3
100,대관령,2021-12-27,-10.5,-17.3,-4.7,NA,12.2,6.4,11.33,0.9
100,대관령,2021-12-28,-5.6,-11.9,-0.7,NA,8.4,5.1,11.18,3.3
100,대관령,2021-12-29,-2.7,-5.4,-0.7,0,11,6.9,2.97,5.6
100,대관령,2021-12-30,-8.7,-11.7,-5.4,0,11.2,7.2,10.59,0.5
100,대관령,2021-12-31,-11.8,-14.7,-7.3,NA,10.3,5.6,11.78,0
101,춘천,2021-01-01,-5.6,-14.6,1.2,NA,4,1.5,10.28,NA
101,춘천,2021-01-02,-5.5,-11.8,0.4,NA,4.1,1.5,10.21,NA
101,춘천,2021-01-03,-6.9,-14.1,-0.5,NA,3.4,1.2,8.64,NA
101,춘천,2021-01-04,-5.6,-12.8,0.6,0.6,2.9,0.7,8.95,NA
101,춘천,2021-01-05,-5.6,-11.7,-1,0.1,4.1,1.3,10.09,NA
101,춘천,2021-01-06,-9,-16.2,-2.3,1.6,4.3,1.1,11.14,NA
101,춘천,2021-01-07,-13.8,-17.3,-6.1,0.6,6.7,3.2,10.65,NA
101,춘천,2021-01-08,-15.9,-21.9,-9.2,NA,5,1.5,10.91,NA
101,춘천,2021-01-09,-14.2,-21.6,-6.4,NA,4.3,1.2,10.97,NA
101,춘천,2021-01-10,-11,-18.7,-3.2,NA,1.9,0.7,10.02,NA
101,춘천,2021-01-11,-10.5,-14.8,-5.6,NA,1.9,0.5,4.1,NA
101,춘천,2021-01-12,-8.5,-15.5,-2.8,1,1.3,0.4,5.42,NA
101,춘천,2021-01-13,0.3,-7.1,6,0.1,3.8,0.7,6.56,NA
101,춘천,2021-01-14,-1.5,-7.2,5.9,NA,2.1,0.6,9.07,NA
101,춘천,2021-01-15,0.3,-5.8,7.8,0.4,4.5,1.1,2.39,NA
101,춘천,2021-01-16,-2.8,-8.7,2.2,NA,4.3,2.3,9.7,NA
101,춘천,2021-01-17,-6.5,-14.3,-0.7,0.2,4.3,1.4,11.16,NA
101,춘천,2021-01-18,-4.8,-10.3,-0.2,3.5,6.4,1.8,1.74,NA
101,춘천,2021-01-19,-9.9,-16.4,-1.9,NA,2,0.7,11.81,NA
101,춘천,2021-01-20,-6.8,-14.3,2.9,NA,1.7,0.5,11.05,NA
101,춘천,2021-01-21,-0.3,-5.5,3.4,4.5,1.5,0.4,4.28,NA
101,춘천,2021-01-22,3.2,1.2,5.4,0,2.8,0.5,3.54,NA
101,춘천,2021-01-23,5.1,2,9.2,NA,5.5,3,8.39,NA
101,춘천,2021-01-24,3.7,-1,12.6,NA,4.1,1.1,11.18,NA
101,춘천,2021-01-25,2.6,-2.8,11.7,NA,2.1,0.5,9.51,NA
101,춘천,2021-01-26,2,0.1,4.4,1.5,2.1,0.4,1.86,NA
101,춘천,2021-01-27,1.4,-2.4,8,NA,2.8,0.9,10.93,NA
101,춘천,2021-01-28,-3.6,-8.8,0.4,2.2,9.2,3,3.22,NA
101,춘천,2021-01-29,-8.2,-12,-2.9,NA,4.4,2.5,13.01,NA
101,춘천,2021-01-30,-6,-11.5,0.8,1.4,1.8,0.6,5.42,NA
101,춘천,2021-01-31,-2.3,-10.5,5.3,NA,1.4,0.4,10.68,NA
101,춘천,2021-02-01,3.9,0.8,10.9,1,5.4,1.5,7.6,NA
101,춘천,2021-02-02,-4.3,-6.9,0.9,NA,5.9,3.2,12.93,NA
101,춘천,2021-02-03,-4.4,-12.5,1.6,2.6,4.6,1.5,12.45,NA
101,춘천,2021-02-04,-4.2,-11.5,0.9,2.3,3.8,1.6,4.21,NA
101,춘천,2021-02-05,-0.1,-7.1,4.6,NA,3.5,1.4,6.18,NA
101,춘천,2021-02-06,6.5,3.7,9.6,NA,3.6,2,6.06,NA
101,춘천,2021-02-07,3.4,-1.6,9.7,NA,4.6,1.6,11.72,NA
101,춘천,2021-02-08,-2.8,-7,2,NA,5.2,1.6,14.08,NA
101,춘천,2021-02-09,-2.2,-9.7,5.8,NA,4,1.1,13.8,NA
101,춘천,2021-02-10,0.5,-6.2,6.7,NA,3.5,1.1,8.29,NA
101,춘천,2021-02-11,1.4,-4.2,9.7,NA,1.6,0.5,10.35,NA
101,춘천,2021-02-12,2.8,-4.2,13.8,NA,2.3,0.6,12.98,NA
101,춘천,2021-02-13,3.4,-4.2,14.6,NA,2.2,0.6,13.58,NA
101,춘천,2021-02-14,6.1,0.5,12.6,0,2.7,0.6,7.38,NA
101,춘천,2021-02-15,2.1,-4.7,6,0.7,7,3.1,10.36,NA
101,춘천,2021-02-16,-4.1,-6.8,-0.4,NA,5.7,3.1,11.63,NA
101,춘천,2021-02-17,-7.9,-10.4,-4.2,NA,5.8,3.7,15.19,NA
101,춘천,2021-02-18,-7,-13.7,-0.1,NA,3.2,1.2,15.54,NA
101,춘천,2021-02-19,-0.7,-10.8,6.9,NA,4,1.2,10.99,NA
101,춘천,2021-02-20,8.4,0.6,15.5,NA,4.7,2.3,14.44,NA
101,춘천,2021-02-21,8.4,-2.8,19.9,NA,5.3,1.3,13.42,NA
101,춘천,2021-02-22,7.1,1.3,15.9,NA,5.1,1.7,13.96,NA
101,춘천,2021-02-23,0.4,-5.3,7.1,NA,3.7,1.2,16.17,NA
101,춘천,2021-02-24,0.7,-6.7,11.3,NA,2,0.6,15.65,NA
101,춘천,2021-02-25,0.1,-4.2,5.8,NA,2.2,0.6,5.49,NA
101,춘천,2021-02-26,4.4,-3.8,13.5,NA,5,2.4,16.51,NA
101,춘천,2021-02-27,6.1,-0.3,13.1,NA,5.2,3.1,16.7,NA
101,춘천,2021-02-28,5.2,-2.3,11.4,NA,2.9,1,10.37,NA
101,춘천,2021-03-01,2.9,-0.2,5.7,69.7,7,2.3,1.04,NA
101,춘천,2021-03-02,0.9,-2.1,4.6,2.2,2.5,1.2,10.82,NA
101,춘천,2021-03-03,1.5,-2.5,8.1,NA,2.5,0.9,13.24,NA
101,춘천,2021-03-04,3.3,-1.5,11.1,NA,2,0.6,9.17,NA
101,춘천,2021-03-05,5.3,-0.5,15.5,NA,2.3,0.8,13.78,NA
101,춘천,2021-03-06,3.4,1.7,6.4,NA,6.1,3.2,5.53,NA
101,춘천,2021-03-07,4.5,-0.3,12.5,NA,3.1,1.3,15.9,NA
101,춘천,2021-03-08,5.1,-2.2,14.6,NA,2.7,0.9,18.73,NA
101,춘천,2021-03-09,5.5,-2.4,14.6,NA,4,0.9,15.83,NA
101,춘천,2021-03-10,6.6,-1.3,17.2,NA,2.3,0.8,18.08,NA
101,춘천,2021-03-11,8.6,-0.2,17.7,NA,2.1,0.7,15.79,NA
101,춘천,2021-03-12,8.9,6.1,12.3,0.5,4.4,1.5,5.12,NA
101,춘천,2021-03-13,8.6,1.7,15.7,NA,2.6,0.9,15.14,NA
101,춘천,2021-03-14,8.2,1.1,15.8,NA,3.1,1,15.39,NA
101,춘천,2021-03-15,9.2,1.7,15.8,NA,4.3,1.5,12.38,NA
101,춘천,2021-03-16,10.3,4.3,15.9,0.2,4.2,1.9,19.69,NA
101,춘천,2021-03-17,8.5,-0.3,19,NA,2.8,1.1,19.89,NA
101,춘천,2021-03-18,10.1,0.7,19,NA,4.1,1.3,16.12,NA
101,춘천,2021-03-19,13.5,9.3,20.3,NA,4,2,17.95,NA
101,춘천,2021-03-20,9.8,8.7,11.7,3,3.2,1.2,3.06,NA
101,춘천,2021-03-21,7.1,4.7,10.5,0,7.5,2.9,13.55,NA
101,춘천,2021-03-22,6.5,0.2,12.2,NA,5.3,2.5,20.28,NA
101,춘천,2021-03-23,7.9,-1.6,17,NA,6.9,2,19.09,NA
101,춘천,2021-03-24,9.3,0.5,17.5,NA,4.2,1.3,18.07,NA
101,춘천,2021-03-25,11.5,2.8,20.4,NA,4.8,1.8,19.99,NA
101,춘천,2021-03-26,11.6,2.8,22.1,NA,1.8,0.7,17.42,NA
101,춘천,2021-03-27,9.6,5.8,14.3,17.8,3.4,1.1,5.28,NA
101,춘천,2021-03-28,10.5,9.8,11.9,10.6,4.2,2.1,4.94,NA
101,춘천,2021-03-29,11.5,7.1,15.8,0.1,6.4,2.9,18.5,NA
101,춘천,2021-03-30,9.9,0.7,20.1,NA,3.1,1,22.72,NA
101,춘천,2021-03-31,12.7,2.2,23.5,NA,2.4,1,22.65,NA
101,춘천,2021-04-01,14.4,8,21.7,NA,5.9,3.3,20.64,NA
101,춘천,2021-04-02,16.5,8.3,24.4,NA,3.6,1.8,19.49,NA
101,춘천,2021-04-03,12.7,10.2,15.4,63.1,4.3,1.6,1.98,NA
101,춘천,2021-04-04,9.8,5.7,13.4,1.7,5.5,2.8,15.88,NA
101,춘천,2021-04-05,10.1,2.1,18.9,NA,3.4,1.3,24.48,NA
101,춘천,2021-04-06,12.5,5.5,20.8,NA,5.7,1.4,18.95,NA
101,춘천,2021-04-07,12.8,4,21.8,NA,5.4,1.7,22.94,NA
101,춘천,2021-04-08,11.4,3.7,19.3,NA,4.2,1.3,24.05,NA
101,춘천,2021-04-09,11.1,4.3,18.5,NA,4.9,2.1,23.9,NA
101,춘천,2021-04-10,11.4,2.8,20,NA,3.3,1.2,22.04,NA
101,춘천,2021-04-11,13.7,4.4,22.4,NA,1.9,0.8,20.73,NA
101,춘천,2021-04-12,12.7,10.5,18.5,24.2,5.1,1,7.44,NA
101,춘천,2021-04-13,12.4,8.2,16,7.6,5.1,2.6,18.37,NA
101,춘천,2021-04-14,9.5,2,16.3,NA,5.5,2.1,25.43,NA
101,춘천,2021-04-15,10.6,2.9,19.5,NA,3.7,1.2,22.71,NA
101,춘천,2021-04-16,10.9,6.3,16.1,0,4.3,1.7,8.99,NA
101,춘천,2021-04-17,6.8,2.8,13.1,0.9,8.6,1.4,13.1,NA
101,춘천,2021-04-18,9.7,2,17.8,NA,4,1.6,23.23,NA
101,춘천,2021-04-19,13,2.8,22.1,NA,5.3,1.7,23.93,NA
101,춘천,2021-04-20,15.5,5.6,25.7,NA,3.5,1.1,23.45,NA
101,춘천,2021-04-21,18.4,8.4,29.2,NA,2.6,1,23.97,NA
101,춘천,2021-04-22,19.7,13.3,27.1,NA,3.9,1.2,14.03,NA
101,춘천,2021-04-23,17.4,15.1,19.9,0,5.3,2.4,6.43,NA
101,춘천,2021-04-24,16.3,11.7,22.4,NA,3.5,1.4,13.44,NA
101,춘천,2021-04-25,15.3,9.2,21.4,NA,4.9,2.2,23.94,NA
101,춘천,2021-04-26,14.8,5.9,22.4,NA,3.5,1.4,23.79,NA
101,춘천,2021-04-27,15.2,10.3,19.8,0,3.3,1.4,10.38,NA
101,춘천,2021-04-28,15,10,19.4,1.3,4.5,2,17.17,NA
101,춘천,2021-04-29,12.3,7.5,17.7,0.2,3.8,1.4,12.4,NA
101,춘천,2021-04-30,11.2,8,14.7,22.7,2.9,1.2,9.74,NA
101,춘천,2021-05-01,10.2,7.6,12.8,8.6,3.1,1.1,8.38,NA
101,춘천,2021-05-02,13,6.4,20.2,0.4,3.4,1.4,25.21,NA
101,춘천,2021-05-03,13.7,5.8,21.3,NA,3.7,1.4,25.77,NA
101,춘천,2021-05-04,11.6,8.6,13.4,16.2,2,0.6,4.3,NA
101,춘천,2021-05-05,14.5,9.4,19.5,2.4,5.7,2.5,24.98,NA
101,춘천,2021-05-06,14.4,4.3,23.6,NA,4.5,1.4,24.63,NA
101,춘천,2021-05-07,13.4,8.2,19.5,6.3,5.2,2.1,15.75,NA
101,춘천,2021-05-08,14.7,8,21.3,NA,6.6,2.6,21.75,NA
101,춘천,2021-05-09,16,8.2,22.7,NA,6.6,2.6,28.04,NA
101,춘천,2021-05-10,12.3,8.3,16.3,NA,2.2,1,8.79,NA
101,춘천,2021-05-11,17,7.5,27,NA,4.2,2,27.45,NA
