지점,지점명,일시,평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),최대 풍속(m/s),평균 풍속(m/s),합계 일사량(MJ/m2),평균 전운량(1/10)
264,함양군,2020-12-03,2.6,-3.5,9.1,,6.2,1.9,10.57,7.6
264,함양군,2020-12-04,1.3,-4.5,8,,5,1.9,11.92,3.3
264,함양군,2020-12-05,1.7,-5.1,9.8,,4,1,11.64,2.6
264,함양군,2020-12-06,2,-5.2,10.9,,5.5,1,11.48,.6
264,함양군,2020-12-07,2.8,-4.3,10.3,,4.4,1.3,5.79,3.5
264,함양군,2020-12-08,.7,-4.4,7.1,,4.7,1.5,10.74,1.4
264,함양군,2020-12-09,.5,-7.3,11.5,,2.9,.3,11.64,1.1
264,함양군,2020-12-10,4.2,-.9,12.7,,3.7,.5,7.04,7.5
264,함양군,2020-12-11,5.1,-2.1,12.4,,4,.9,7.04,9.1
264,함양군,2020-12-12,4.6,-2.5,9.6,,4.9,1.9,10.83,3.3
264,함양군,2020-12-13,1.8,-4.5,11.6,1,6.7,2.1,7.65,7.9
264,함양군,2020-12-14,-3,-7.4,.4,,5.3,2.6,11.55,4.4
264,함양군,2020-12-15,-4.4,-7.8,1,,4.9,2,11.72,2.5
264,함양군,2020-12-16,-3.1,-7.4,.9,,6.7,2.4,10.97,2.6
264,함양군,2020-12-17,-2.3,-8.5,4.1,,4.8,1.5,11.54,.8
264,함양군,2020-12-18,.2,-6.6,6.3,0,5.7,2,7.5,6.1
264,함양군,2020-12-19,-1.1,-4.2,2.6,,6.4,2.9,12.11,3.6
264,함양군,2020-12-20,-.3,-5.3,5.6,,5.2,1.6,10.32,3.1
264,함양군,2020-12-21,1,-6.4,6.3,,5.2,1.4,8.36,4
264,함양군,2020-12-22,1.2,-4.3,7.2,,4.9,1.4,6.67,2.8
264,함양군,2020-12-23,1.2,-5.8,9.9,,4.9,.8,7.37,5.4
264,함양군,2020-12-24,5.1,-1.5,10.4,,7.1,3,9.9,3.5
264,함양군,2020-12-25,.8,-5.1,5.6,0,6.4,2.5,10.96,2.3
264,함양군,2020-12-26,.2,-6.6,8.8,,4.2,.9,8.54,6.5
264,함양군,2020-12-27,1.9,-1.7,6.7,3,1.9,.2,3.97,9.4
264,함양군,2020-12-28,2.7,-1,13.6,,1,.2,7.62,5.3
264,함양군,2020-12-29,2.5,-1.8,11.8,.1,5.7,1.6,5.82,8.4
264,함양군,2020-12-30,-5.3,-7.8,-.1,,5.8,4.1,9.13,7
264,함양군,2020-12-31,-3.3,-7.6,.5,0,5.7,2.9,11.34,4.5
266,광양시,2020-01-01,.5,-5.4,6.7,,4.7,1.6,11.81,1.3
266,광양시,2020-01-02,3.7,-1,10,,4.9,1.3,10.77,.6
266,광양시,2020-01-03,5.3,2.2,10.3,,4.4,1.9,10.99,0
266,광양시,2020-01-04,4.6,.1,10,,5.5,1.7,10.99,2
266,광양시,2020-01-05,5.8,.4,10.7,,2.8,.6,11.86,3
266,광양시,2020-01-06,6.7,4.4,9,13.5,4.7,1.5,1.31,9.5
266,광양시,2020-01-07,12.1,7.6,16.7,36.5,8.8,1.5,1.19,8
266,광양시,2020-01-08,5.9,3.7,12.5,.2,9.8,5.5,3.97,7.5
266,광양시,2020-01-09,4.2,1.4,9.4,,7.3,2.7,9.3,6.5
266,광양시,2020-01-10,3.9,-.9,10,,2.8,.8,12.12,3.3
266,광양시,2020-01-11,5.2,0,10.8,,4,1.3,11.64,5.8
266,광양시,2020-01-12,3.6,1.6,6.7,,7.4,3.4,11.32,5.3
266,광양시,2020-01-13,2.3,0,7.1,,5.5,2.7,9.29,6.1
266,광양시,2020-01-14,2.1,-.2,6.2,0,3.6,1,7.34,4.9
266,광양시,2020-01-15,2.3,-1.4,7.3,,4.4,1.8,12.63,2.8
266,광양시,2020-01-16,3.5,-.8,8.3,,1.7,.6,10.66,8.3
266,광양시,2020-01-17,4.8,1.3,10.2,,4,1.1,10.88,5.6
266,광양시,2020-01-18,4.3,-.1,10.6,,5.1,1.7,13.1,.8
266,광양시,2020-01-19,4.2,.3,8.2,0,5.4,1.9,6.04,5
266,광양시,2020-01-20,4.3,1,9,,5.7,2.1,10.75,1.8
266,광양시,2020-01-21,3.6,-1.4,8.6,,3.7,1.3,13.83,2.5
266,광양시,2020-01-22,6.2,3.5,8,14.5,4.8,.9,.99,9.9
266,광양시,2020-01-23,8.6,6.6,11.2,1.5,3.4,.6,4.76,8.8
266,광양시,2020-01-24,9,4.4,13.6,,4.8,1.6,11.73,7.3
266,광양시,2020-01-25,8.8,7.6,11.1,,5.5,2.9,5.09,10
266,광양시,2020-01-26,8.8,6.6,12.2,,7.7,3.7,7.39,9.5
266,광양시,2020-01-27,6.5,5.3,8.5,10,8.9,4.9,1.54,8.5
266,광양시,2020-01-28,8.9,6,14,0,4.7,1.6,7.51,5.9
266,광양시,2020-01-29,7,4.9,10.1,1.5,2.5,.8,4.32,7.3
266,광양시,2020-01-30,6.5,4.2,12.1,.5,4.4,1.3,9.78,6.8
266,광양시,2020-01-31,5,2.1,9.7,,5.7,2.3,12.62,2.3
266,광양시,2020-02-01,4.8,0,10.2,,4.8,1.6,13.41,1.1
266,광양시,2020-02-02,5.7,1.4,11.5,,5.9,1.9,13,3.9
266,광양시,2020-02-03,4,.6,8.3,,6.7,2.8,13.52,2
266,광양시,2020-02-04,3.3,-2.4,10.5,0,4.1,1.4,15.43,.1
266,광양시,2020-02-05,.4,-3.8,4.4,,5.9,3.9,16.2,.9
266,광양시,2020-02-06,-.1,-6,5,,3.2,1.1,13.92,4.8
266,광양시,2020-02-07,3.7,0,9.4,,7.4,2,12.68,6
266,광양시,2020-02-08,3.7,.3,8.2,,6.2,3.2,15.85,1
266,광양시,2020-02-09,3,-2.1,9.3,,4.6,1.8,16.37,0
266,광양시,2020-02-10,7.1,-.3,13.8,,5.1,1.8,14.38,.6
266,광양시,2020-02-11,8.8,1.4,14.2,0,2.2,.7,11.18,6.1
266,광양시,2020-02-12,10.4,8.9,12.2,21,5.4,1.6,2.55,9.6
266,광양시,2020-02-13,10.6,7.5,16.2,,3.7,1.4,13.11,5.9
266,광양시,2020-02-14,11.4,6.6,18.6,0,2.1,.6,15.87,3.4
266,광양시,2020-02-15,12.5,8.1,17.3,.5,4.6,2,11.36,8.4
266,광양시,2020-02-16,3.8,-.3,11.2,4,7.7,4.6,8.49,9.4
266,광양시,2020-02-17,-.9,-3.2,2.9,.2,7.1,4.4,13.25,7.5
266,광양시,2020-02-18,1.2,-3.2,7.6,0,7,4,18.42,.8
266,광양시,2020-02-19,5.3,-1.8,12.2,,2.6,.9,16.95,5.6
266,광양시,2020-02-20,8.7,2.9,14.6,,2.7,.9,16.94,2.5
266,광양시,2020-02-21,9.3,2.9,15.1,1,4,1,15.7,5
266,광양시,2020-02-22,8.2,3,12.9,.5,8.5,3.9,16.41,2.1
266,광양시,2020-02-23,5.8,1,12,,3.5,1.8,18.78,0
266,광양시,2020-02-24,9.6,1.9,16.3,.1,4.7,1,16.2,4.1
266,광양시,2020-02-25,9.9,8.1,11.5,13.5,6,1.2,.84,9.9
266,광양시,2020-02-26,10.2,6.4,15.2,0,6.1,2.5,10.56,4.8
266,광양시,2020-02-27,7.8,3.9,12.1,,4.8,1.8,13.16,6.6
266,광양시,2020-02-28,6.4,5.7,8.5,.6,4.3,1.8,2.4,8.3
266,광양시,2020-02-29,9.1,6,12.9,0,6.5,1.7,8.14,6.1
266,광양시,2020-03-01,9.7,6,14.1,.2,5,1.4,10.47,7.5
266,광양시,2020-03-02,8.1,3.7,14,,5.8,2.9,18.28,3.9
266,광양시,2020-03-03,9.2,6.1,13.1,,4.6,1.6,11.82,8.1
266,광양시,2020-03-04,5.9,.7,11.4,0,7.4,3.8,19.52,5.9
266,광양시,2020-03-05,4.8,-.5,11.2,0,6.2,2.7,20.75,.5
266,광양시,2020-03-06,6.8,-.1,13.8,,2.7,.9,20.83,2.5
266,광양시,2020-03-07,6.7,4.9,9.4,6.5,3.6,.9,3.93,8
266,광양시,2020-03-08,9.6,3.3,16.6,,4.1,1.2,20.6,1.5
266,광양시,2020-03-09,10.4,6.9,13.9,5,6.9,2.8,6.01,8.9
266,광양시,2020-03-10,8.2,4.2,12.2,5.5,8.1,3.6,5.48,7
266,광양시,2020-03-11,6.3,2.9,11.8,,5.8,3.8,22.54,0
266,광양시,2020-03-12,8.1,.9,15.6,,3.6,1.1,21.73,1.4
266,광양시,2020-03-13,11,6.6,17.6,,6.1,2.5,18.23,8.5
266,광양시,2020-03-14,6.4,1.1,11.4,,5.9,3.7,22.98,2.8
266,광양시,2020-03-15,7.4,2.3,14,,8.8,3.5,17.25,3.8
266,광양시,2020-03-16,6.2,.3,12.5,,4.9,2.2,22.18,2.1
266,광양시,2020-03-17,10.4,2.2,19.6,,9.2,3,21.42,1.3
266,광양시,2020-03-18,12.1,5.3,19.4,,3.3,1.1,22.09,.8
266,광양시,2020-03-19,11.4,6.7,18.5,,10.7,3.9,19.7,2.6
266,광양시,2020-03-20,10.7,5.1,17.2,,4.8,2.4,22.66,0
266,광양시,2020-03-21,13.8,6.8,21.5,,3.5,1.2,20.39,1.1
266,광양시,2020-03-22,15.4,10.3,22.5,,5.7,1.9,19.34,2.5
266,광양시,2020-03-23,13.3,6.5,19.9,,7.2,2.5,23.04,0
266,광양시,2020-03-24,11.9,6.7,18.4,,3.8,1.1,22.23,0
266,광양시,2020-03-25,13.5,7.5,19.6,,3,1,22.74,2.8
266,광양시,2020-03-26,12.7,9.7,14.4,23,3.7,1,1.7,10
266,광양시,2020-03-27,14,7.4,21.5,1,6.5,2,16.04,7.5
266,광양시,2020-03-28,9.4,6.8,12.1,,3.2,1.2,7.97,9.3
266,광양시,2020-03-29,10.7,5.9,16,,4.3,1.8,21.83,5.8
266,광양시,2020-03-30,12.4,8.9,17.7,,2.8,1.4,21.43,5.5
266,광양시,2020-03-31,13.3,7.3,20.5,,3,1,22.35,3.4
266,광양시,2020-04-01,12.2,7.5,20.6,1,6.6,2.8,16.79,4.9
266,광양시,2020-04-02,11.3,4.4,17.7,,4,1.6,23.07,2.8
266,광양시,2020-04-03,13.2,6.7,20.9,,4.8,1.7,24.07,1.4
266,광양시,2020-04-04,12.1,5.8,21.9,,7.5,3.4,24.93,0
266,광양시,2020-04-05,9.4,3.4,16.1,,4.3,1.8,26.26,.5
266,광양시,2020-04-06,10.9,3.3,18.2,,2.9,1.2,24.14,4.8
266,광양시,2020-04-07,14.7,8,22.5,,5.8,1.9,23.67,1.6
266,광양시,2020-04-08,13,8.6,19.3,,6.2,3.1,24.43,1.6
266,광양시,2020-04-09,12.2,5.8,18.3,,5.8,2.3,23.57,2.9
266,광양시,2020-04-10,10.2,9.1,12.2,0,3.9,1.9,6.15,8.6
266,광양시,2020-04-11,8.7,6.8,12.8,6.5,3.4,1.3,8.03,9.5
266,광양시,2020-04-12,9.3,6.7,12.1,1.5,5,2.2,8.45,6.5
266,광양시,2020-04-13,11.5,5.2,17.1,,4.4,1.7,21.49,2.1
266,광양시,2020-04-14,15.3,6.6,23.8,,4.9,1.5,26.27,2.4
266,광양시,2020-04-15,14,9.6,20.5,,2.9,1,20.36,7.3
266,광양시,2020-04-16,13.5,8.6,19.5,,3.6,1.6,25.33,3.5
266,광양시,2020-04-17,11.3,9.8,12.9,23,4,1.1,2.39,8.5
266,광양시,2020-04-18,14.7,9,21.8,,4.3,1.9,26.25,3.3
266,광양시,2020-04-19,11.5,9.9,13.6,22,7.1,3.6,3.72,8.4
266,광양시,2020-04-20,13.5,9.3,20.3,0,6.8,3,24.27,7.4
266,광양시,2020-04-21,11.1,6.5,17.8,,7.6,3.2,27.06,5.9
266,광양시,2020-04-22,8.7,4.3,15.2,,8.3,3.4,27.57,1.9
266,광양시,2020-04-23,9.6,4.1,16.2,,7.3,3.3,27.39,2.1
266,광양시,2020-04-24,11.4,4.3,18.9,,5.5,2.1,28.11,0
266,광양시,2020-04-25,15.1,8,22.4,,6.1,2.8,26.29,0
266,광양시,2020-04-26,14.8,8,21.4,,4.7,2,27.79,3.3
266,광양시,2020-04-27,14.6,8.5,21.4,,4.8,1.8,26.51,1.5
266,광양시,2020-04-28,15.6,8.4,23.1,,5,2.2,27.86,0
266,광양시,2020-04-29,16.5,10,24,,3.4,1.5,27.64,.1
266,광양시,2020-04-30,17.9,10.6,24,,4.5,1.6,26.7,3.1
266,광양시,2020-05-01,20.2,16.4,26.5,,4.1,1.6,20.4,5.1
266,광양시,2020-05-02,19.6,16.1,25.6,1.5,2.6,1.1,14.01,8.5
266,광양시,2020-05-03,16.9,15.9,17.6,58,4.5,2,3.59,8.8
266,광양시,2020-05-04,21.7,16.1,29.3,,5.4,1.4,25.05,4.6
266,광양시,2020-05-05,17.6,15.6,20.6,0,2.9,1.4,8.81,9.3
266,광양시,2020-05-06,19.7,14.7,26.4,,5.5,1.5,28.07,3.5
266,광양시,2020-05-07,17.9,13.7,23.1,,6,3.6,28.13,2
266,광양시,2020-05-08,17.5,12.8,22.5,.2,4.1,2,19.04,7
266,광양시,2020-05-09,16.5,14.7,18.6,73,4.2,2.1,2.99,9.6
266,광양시,2020-05-10,17.4,13.4,23.4,0,5.8,3,21.35,5.4
266,광양시,2020-05-11,20.8,13.1,27.7,,5.1,1.8,28.94,2
266,광양시,2020-05-12,18.3,13.1,24.1,,5.7,3.2,27.28,.5
266,광양시,2020-05-13,18.4,11.1,25.3,,4,1.9,29.57,.1
266,광양시,2020-05-14,19.6,13.6,25.6,0,2.4,.7,20.85,6.8
266,광양시,2020-05-15,16.2,15,18.7,29.5,4.1,1.9,1.92,9.8
266,광양시,2020-05-16,19.6,15.4,25.9,.5,2.1,.7,17.06,6.6
266,광양시,2020-05-17,19.2,16.1,23.7,,2.2,1.1,19.62,7.1
266,광양시,2020-05-18,17.6,15.1,21,10.5,7.4,1.8,6.9,7.8
266,광양시,2020-05-19,14.6,12.1,18.8,1,6.6,3,16.95,5.5
266,광양시,2020-05-20,16.6,11.2,22,,3.7,1.5,18.61,4.6
266,광양시,2020-05-21,16.3,14,20.4,,2.4,1.1,15.14,8.6
266,광양시,2020-05-22,17.2,12.9,22.2,,3.5,2.2,25.77,3.3
266,광양시,2020-05-23,18.2,12.3,24.6,,3.5,1.3,28.33,1.5
266,광양시,2020-05-24,19.5,14.6,25.6,.2,3.3,1.2,17.76,6.5
266,광양시,2020-05-25,20.1,15.5,24.6,,2.2,.8,16,9.4
266,광양시,2020-05-26,19.8,16.8,25.2,0,3,.9,15.52,7.6
266,광양시,2020-05-27,20.7,15.5,26.3,,3.1,1.1,26.4,5.8
266,광양시,2020-05-28,20.6,14.3,26.8,,4.3,1.7,28.33,1.9
266,광양시,2020-05-29,20.7,14.7,27.1,,2.4,1,26.34,4.8
266,광양시,2020-05-30,20.8,16.9,25.1,,3.3,1.5,14.55,9.6
266,광양시,2020-05-31,19.4,15.1,24.2,2.5,2.6,.9,14.69,8.4
266,광양시,2020-06-01,22.1,17.7,28,,4.6,1.9,27.89,4.3
266,광양시,2020-06-02,21.1,14.5,28.4,,2.5,.9,28.21,4
266,광양시,2020-06-03,21.4,17.1,25.7,,2.7,.8,12.88,8.4
266,광양시,2020-06-04,24.5,19.5,31.2,,4.1,1.7,27.93,4.5
266,광양시,2020-06-05,24.8,20.1,31.4,,2.9,1,21.53,7.1
266,광양시,2020-06-06,22.2,19.2,28.9,1,3.6,1.7,20.14,8.5
266,광양시,2020-06-07,23.1,18.6,28.8,,2.8,.8,27.02,1.5
266,광양시,2020-06-08,24.4,17.7,31.7,,2.5,.8,28.73,.3
266,광양시,2020-06-09,25.7,18.3,32.8,,3.1,.9,28.61,2.4
266,광양시,2020-06-10,25.4,20.9,32.1,2,2.7,.9,23.77,6.3
266,광양시,2020-06-11,24.8,21.5,29.4,5,2.4,.7,14.42,8.4
266,광양시,2020-06-12,24.4,21.8,30.1,11,2.9,1.1,16.52,8.3
266,광양시,2020-06-13,22.6,21.5,24.5,99.5,2.4,.7,5.45,10
266,광양시,2020-06-14,23.7,21.4,28.4,18.5,4.1,1.8,11.58,8.5
266,광양시,2020-06-15,24.7,19,30.7,,3.5,1.5,28.93,5.6
266,광양시,2020-06-16,25,20.1,31.3,,3.4,1.4,28.42,5.1
266,광양시,2020-06-17,22.3,17.6,27.2,.5,2.4,.9,15.56,9.3
266,광양시,2020-06-18,17.8,15.9,18.9,64.5,5.1,3.1,4.09,8.9
266,광양시,2020-06-19,22.3,17.7,28.5,2,4.6,1.8,24.17,5.6
266,광양시,2020-06-20,22.3,19.8,27.2,,1.9,.8,19.2,6.6
266,광양시,2020-06-21,22.6,19.4,27.8,,3.4,1.5,25,3.6
266,광양시,2020-06-22,23.5,17.8,29.5,,2.7,1,29.66,.8
266,광양시,2020-06-23,24,18.2,30.1,,2.8,1.1,28.35,4.9
266,광양시,2020-06-24,22.3,20.9,24.1,42,2.8,1.3,4.46,9.6
266,광양시,2020-06-25,22.1,19.9,24.1,7.5,2.3,1.1,4.96,9
266,광양시,2020-06-26,24.2,19.1,30.2,,3.4,1.7,29.46,3.3
266,광양시,2020-06-27,24.2,19.8,29.7,,2.1,.7,18.83,6.8
266,광양시,2020-06-28,26.3,20.7,31.8,,3.5,1.1,26.22,2.8
266,광양시,2020-06-29,21.6,19.3,24.1,96.5,5.4,2.5,3.34,9.3
266,광양시,2020-06-30,21.4,19.1,25.6,3,5.5,2.9,13.07,7.9
266,광양시,2020-07-01,22.5,19,28.5,,3.4,1.3,17.75,5.6
266,광양시,2020-07-02,22.6,18.3,26.3,,2.7,1.1,15.82,8.3
266,광양시,2020-07-03,20.2,18,22.2,15.5,5.7,3.1,6.05,9.8
266,광양시,2020-07-04,21.4,19.2,25.1,,4.1,1.5,10.35,7.9
266,광양시,2020-07-05,22.2,19.3,26.5,,2.1,.6,16.03,8.4
266,광양시,2020-07-06,22.3,20.6,24.2,0,2.6,.7,4.46,9
266,광양시,2020-07-07,24.2,21.4,29.3,10.5,2.7,1,21.44,5.8
266,광양시,2020-07-08,24.2,20.1,29.5,,2.1,.8,22.16,5.4
266,광양시,2020-07-09,22.9,20,27.3,3.5,3.9,1.8,12.85,6.5
266,광양시,2020-07-10,23.9,21.4,28.3,40.5,6.8,2.4,11.88,9.4
266,광양시,2020-07-11,24.5,22.2,28.9,,3.5,1,14.67,
266,광양시,2020-07-12,20.5,19.2,22.4,62,5.3,2.5,3.76,
266,광양시,2020-07-13,19.3,18.8,19.9,116.5,4.8,2,1.76,8
266,광양시,2020-07-14,20.7,19,24.5,10.5,3,1.3,13.64,8.9
266,광양시,2020-07-15,19,18.5,19.6,17,2,.6,3.23,8
266,광양시,2020-07-16,21.8,18.5,27.2,.5,2.6,.8,20.28,5.8
266,광양시,2020-07-17,23.2,20,28.4,,2.6,.9,23.85,6.4
266,광양시,2020-07-18,22,20.2,24.4,0,3.2,1.7,10,7.3
266,광양시,2020-07-19,23.9,21,26.5,2,3.8,1.8,4.69,8.8
266,광양시,2020-07-20,25.6,23.8,30.1,2.5,3.3,1.5,12.72,8.8
266,광양시,2020-07-21,24.7,21.7,29.3,3.5,2.1,.8,16.28,9.1
266,광양시,2020-07-22,23.3,22.2,24.8,11,1.9,.7,5.28,10
266,광양시,2020-07-23,22.4,21.5,23.8,105,4.9,1.9,2.56,9.6
266,광양시,2020-07-24,20.8,19.8,22.8,13,3.1,1.1,2.33,7.9
266,광양시,2020-07-25,22.2,20,26.7,3.5,2.3,1,11.8,7.3
266,광양시,2020-07-26,23.8,19.8,29.2,,2.5,.8,27.27,7.1
266,광양시,2020-07-27,22.4,20.6,25.6,.5,3.4,1.1,5.31,10
266,광양시,2020-07-28,25.3,22.2,28.4,11,2.1,.6,7.79,9.4
266,광양시,2020-07-29,24.9,23.8,28.4,11.5,2.7,.7,10.05,9
266,광양시,2020-07-30,25.2,22.6,31.3,43,4,1,12.86,7.9
266,광양시,2020-07-31,26.7,22.9,31.7,.1,3,.9,20,7.6
266,광양시,2020-08-01,26.9,24.3,31.3,0,2.5,.9,17.66,8.4
266,광양시,2020-08-02,27.3,24.8,30.9,0,3.5,1.3,17.44,7.8
266,광양시,2020-08-03,26.9,25.1,29.9,,2.5,1.2,10.94,8.6
266,광양시,2020-08-04,28.1,24.5,32,0,3.6,1.3,21.67,6.3
266,광양시,2020-08-05,27.3,26,29.4,16.5,3.6,1.6,7.81,8.1
266,광양시,2020-08-06,26.4,25.6,28.3,19,4.4,2.4,3.76,9.5
266,광양시,2020-08-07,25.5,24.7,26.9,26,2.3,.8,2.97,9.8
266,광양시,2020-08-08,25.5,24.5,27.4,60,3.5,.9,3.9,9.5
266,광양시,2020-08-09,27.3,25.7,30,1.5,3.3,1.9,12.5,6.1
266,광양시,2020-08-10,25.5,24.9,26.4,82.5,4.4,1.5,3.26,8.6
266,광양시,2020-08-11,26.3,24.6,30.8,10,3.1,.9,9.18,7.8
266,광양시,2020-08-12,28,25.8,31.9,7.5,3.1,1.2,15.97,7.1
266,광양시,2020-08-13,28.1,25.3,31.9,,3.4,1.1,19.61,5.4
266,광양시,2020-08-14,28.6,25.4,33,,3,1.5,20.75,5.3
266,광양시,2020-08-15,29,25.3,34,,3.4,1.4,24.18,2.9
266,광양시,2020-08-16,28.5,24,33.6,,3.2,1.2,25.74,3.8
266,광양시,2020-08-17,29.1,24.4,34.7,,2.6,.9,25.64,1.8
266,광양시,2020-08-18,29.2,24.6,34.9,,2.3,.7,25.58,.6
266,광양시,2020-08-19,29.3,24.5,35.7,,3,.7,26.01,.5
266,광양시,2020-08-20,29.3,24,35.5,,2.1,.7,25.4,.6
266,광양시,2020-08-21,27.2,24.5,32.1,,1.9,.5,13.01,4.6
266,광양시,2020-08-22,26.6,24.2,30.6,,2.7,1.1,15.12,8.4
266,광양시,2020-08-23,26.9,23.1,32.1,,2.6,.7,18.02,6.4
266,광양시,2020-08-24,27.4,23.3,33.3,,2.3,.7,22.7,3.3
266,광양시,2020-08-25,28.8,23.8,33.6,.5,4.1,1.7,23.57,4.9
266,광양시,2020-08-26,27.4,24.9,29.9,93,7.9,4.1,7.4,8.1
266,광양시,2020-08-27,27.3,25.5,30.9,11.5,4.5,1.6,10.41,9
266,광양시,2020-08-28,26.5,25.3,30.3,1,2.6,.8,9.45,8.3
266,광양시,2020-08-29,26.7,24,31.6,7.5,2.8,.9,14.46,7.6
266,광양시,2020-08-30,28.6,23.9,34.5,,2.5,.8,24.12,6
266,광양시,2020-08-31,27.1,23.8,31.5,,4.9,2.6,19.64,5.3
266,광양시,2020-09-01,26.2,23.4,30.9,0,4.6,2.9,15.07,6.8
266,광양시,2020-09-02,25.3,24,27.3,120.5,10.1,5.3,5.93,10
266,광양시,2020-09-03,24.6,20.7,30.1,20.5,9.5,4,20.37,2.8
266,광양시,2020-09-04,23.6,18.6,29.4,,2.4,.8,22.34,2.5
266,광양시,2020-09-05,20.3,17.9,22.6,3.5,5.2,1.5,3.5,10
266,광양시,2020-09-06,21.2,17.8,23.4,10.5,9.5,3.2,4.46,10
266,광양시,2020-09-07,21.6,18.5,24,20.5,9.1,4.6,9.59,7.4
266,광양시,2020-09-08,24.4,20.6,29.6,,3.8,1.8,19.93,4.6
266,광양시,2020-09-09,23,19.1,27.1,13.5,3,1,15.5,6.9
266,광양시,2020-09-10,23.6,19.9,29.1,.5,2.9,.7,19.42,7.7
266,광양시,2020-09-11,22.4,20.1,25.1,2.5,4.7,2,6.39,10
266,광양시,2020-09-12,22.7,20.2,26.6,.5,5.6,3.6,16.45,7.6
266,광양시,2020-09-13,21.4,19.3,23.8,.1,3.4,1,8.17,6.9
266,광양시,2020-09-14,23.1,19.9,27.9,,2.9,.8,19.94,6.8
266,광양시,2020-09-15,23,19.4,27,,2.8,1,15.31,7.8
266,광양시,2020-09-16,21.6,20.2,23.3,.5,3.6,1.2,3.86,6.3
266,광양시,2020-09-17,20.6,18.3,23.2,5.5,1.3,.3,5.23,9.9
266,광양시,2020-09-18,19.5,17.1,24.5,1,3.8,.9,11.25,8.1
266,광양시,2020-09-19,20,14.5,26.6,,3.7,1.2,18.73,3.4
266,광양시,2020-09-20,20.8,15.2,26.8,,3.6,1.4,22.16,.4
266,광양시,2020-09-21,19.6,13.4,24.3,,3.4,1.3,19.01,3.5
266,광양시,2020-09-22,19.3,17.5,22.7,,5.6,3.3,14.05,6.4
266,광양시,2020-09-23,19.9,17.1,22.5,0,5.6,3.5,9.85,9.4
266,광양시,2020-09-24,21.3,18.2,25.3,.2,5.8,3.6,17.34,6.5
266,광양시,2020-09-25,21.1,15.4,26.6,,4.7,1.8,15.06,5.1
266,광양시,2020-09-26,21.5,18.4,25.9,,4,2.1,19.41,5.5
266,광양시,2020-09-27,20.5,16.6,24.8,,4.5,2.7,20.76,2.4
266,광양시,2020-09-28,19.6,15.5,24.6,,3.8,1.9,21.07,1.5
266,광양시,2020-09-29,19.5,13.5,25.5,,2.7,.7,18.87,5.8
266,광양시,2020-09-30,20.3,15.1,26.3,,2.8,.7,18.53,5.1
266,광양시,2020-10-01,20.8,17.8,25.7,,2,.8,18.35,5.6
266,광양시,2020-10-02,21.1,17.2,26.8,,2.8,.9,16.84,5.9
266,광양시,2020-10-03,21.8,18.3,27.3,0,2.1,.6,16.45,8.6
266,광양시,2020-10-04,20,16.1,25.1,0,4.6,1.5,7.99,9.1
266,광양시,2020-10-05,16.1,10.9,21.7,,6,2.4,20.29,3.8
266,광양시,2020-10-06,16.8,10.5,22.7,,3.7,.9,20.04,3.6
266,광양시,2020-10-07,18.8,15,23.2,,5.7,3.1,19.41,5.9
266,광양시,2020-10-08,18.7,16,23,,6.8,4.8,19.61,1.3
266,광양시,2020-10-09,18.9,15.4,23.1,,7,4.2,18.57,4.8
266,광양시,2020-10-10,19.4,16.2,23.7,,4.6,2.3,18.01,5.6
266,광양시,2020-10-11,18.4,14.6,22.9,,4.5,1.7,17.79,6
266,광양시,2020-10-12,19.3,15.1,25.4,,4.1,1.5,17.82,5
266,광양시,2020-10-13,15.9,12.1,23.1,,3.8,1.3,14.66,6.5
266,광양시,2020-10-14,15.7,10.5,22.1,,3.6,1.1,12.82,6
266,광양시,2020-10-15,16.5,12.2,22.6,,3.6,1.2,15.78,7.8
266,광양시,2020-10-16,14.8,11.6,17.9,0,3.1,1,5.51,8.8
266,광양시,2020-10-17,16.2,10.2,22.3,,2.3,.8,15.98,3.6
266,광양시,2020-10-18,16.8,11.3,23.1,,2.4,.8,16.74,4.4
266,광양시,2020-10-19,15.5,10.4,24,,3.4,1.1,14.59,2.9
266,광양시,2020-10-20,16.1,10,22.8,,3.5,1.1,16.94,.4
266,광양시,2020-10-21,15.8,13.7,19.5,33.5,3.9,1.4,4.66,9.8
266,광양시,2020-10-22,14.6,11,19.3,.4,3.6,1.2,7.37,8.8
266,광양시,2020-10-23,12,9.1,17.7,,5,2.8,17.37,.4
266,광양시,2020-10-24,12,8,17.4,,5.9,2.9,17.03,.3
266,광양시,2020-10-25,14.6,8.5,21.8,,3.7,1.4,15.97,1.9
266,광양시,2020-10-26,14.5,8.4,21.6,,1.9,.9,14.98,2.1
266,광양시,2020-10-27,15.5,9.6,22.2,,1.9,.7,13.73,5.1
266,광양시,2020-10-28,15.6,12.7,21.3,0,4.5,1.1,6.9,6.8
266,광양시,2020-10-29,13.2,7.5,19.4,,2,.9,14.75,4
266,광양시,2020-10-30,14.1,8.9,19.5,,4.1,1.6,15.14,.9
266,광양시,2020-10-31,13.9,10.9,18.7,,3.8,1.7,14.85,1.1
266,광양시,2020-11-01,13.8,11.6,16.4,1,1.8,.5,3.77,8.9
266,광양시,2020-11-02,14,11.5,19.1,1,3.6,1.1,9.43,6.4
266,광양시,2020-11-03,9.1,5.7,12.8,,7.3,2.7,15.3,1.5
